Id,Prediction
1,0.046837232
2,0.901438620
3,0.952006772
4,0.996651141
5,0.920621965
6,0.999344572
7,0.784985383
8,0.987066152
9,0.951334198
10,0.947488211
11,0.869484127
12,0.620459103
13,0.757627487
14,0.790440488
15,0.950779463
16,0.940322922
17,0.569130526
18,0.000310824
19,0.046840807
20,0.996396177
21,0.081314148
22,0.798529171
23,0.630751305
24,0.707146425
25,0.830775750
26,0.998012010
27,0.612842332
28,0.993108523
29,0.996064903
30,0.996520128
31,0.724713282
32,0.459936288
33,0.952477479
34,0.410419297
35,0.732715956
36,0.994212668
37,0.187013101
38,0.512641607
39,0.573184375
40,0.727074221
41,0.525046404
42,0.952285638
43,0.886644587
44,0.962835845
45,0.951217608
46,0.952040896
47,0.036757785
48,0.046839680
49,0.999278194
50,0.991676778
51,0.996501726
52,0.924283258
53,0.892417646
54,0.995781396
55,0.815143963
56,0.802962634
57,0.951005540
58,0.933617456
59,0.951757802
60,0.949531358
61,0.997862689
62,0.537091207
63,0.998849553
64,0.951991721
65,0.889650070
66,0.948179675
67,0.947909039
68,0.950899396
69,0.776493350
70,0.534311706
71,0.951354023
72,0.939668656
73,0.046839680
74,0.722429103
75,0.997173961
76,0.947621175
77,0.999349262
78,0.049401246
79,0.993716794
80,0.999248899
81,0.867305930
82,0.999230087
83,0.944853219
84,0.046839929
85,0.603378905
86,0.949708960
87,0.545013316
88,0.999353654
89,0.997735677
90,0.918944007
91,0.787014385
92,0.618551915
93,0.950765787
94,0.996220554
95,0.946550283
96,0.900087539
97,0.999354284
98,0.350965358
99,0.047922769
100,0.047416472
101,0.742023584
102,0.180584996
103,0.985613781
104,0.631619199
105,0.998221915
106,0.999339804
107,0.002346604
108,0.882700351
109,0.847413277
110,0.951783004
111,0.232393394
112,0.950656126
113,0.054421479
114,0.627163120
115,0.941130827
116,0.232558857
117,0.996575453
118,0.611480362
119,0.048980054
120,0.244937453
121,0.978576794
122,0.993435476
123,0.999353394
124,0.988564603
125,0.910636794
126,0.886644587
127,0.950983113
128,0.729939893
129,0.484805846
130,0.952044993
131,0.757291635
132,0.869484127
133,0.873783795
134,0.047180062
135,0.047152495
136,0.987586983
137,0.898580571
138,0.997017228
139,0.997695595
140,0.814550539
141,0.661543124
142,0.951512311
143,0.271962461
144,0.799848809
145,0.046839680
146,0.982723285
147,0.952108306
148,0.998175546
149,0.046839681
150,0.494557318
151,0.051916637
152,0.999087502
153,0.998942518
154,0.998597213
155,0.803367868
156,0.830171635
157,0.681379978
158,0.951103369
159,0.000151591
160,0.806810262
161,0.993108223
162,0.999346630
163,0.813815709
164,0.948441488
165,0.046839680
166,0.993754498
167,0.313090605
168,0.991361439
169,0.993410193
170,0.000151591
171,0.548898043
172,0.998877082
173,0.991491611
174,0.802869864
175,0.944521448
176,0.847600335
177,0.952496225
178,0.999339767
179,0.902613728
180,0.878587724
181,0.465292700
182,0.951523924
183,0.653322197
184,0.999335704
185,0.999348664
186,0.997456661
187,0.742023584
188,0.646367657
189,0.952445461
190,0.531029050
191,0.999211742
192,0.850535113
193,0.615751354
194,0.841105909
195,0.000124588
196,0.058879091
197,0.951080223
198,0.998900453
199,0.716747602
200,0.931120256
201,0.847508136
202,0.892503453
203,0.946933755
204,0.902199559
205,0.529565235
206,0.998151898
207,0.950188460
208,0.934401707
209,0.601053323
210,0.999351383
211,0.729939893
212,0.951097510
213,0.735185145
214,0.661345143
215,0.994750584
216,0.994949884
217,0.562461662
218,0.999001506
219,0.993288053
220,0.950556420
221,0.947323588
222,0.763130762
223,0.997047989
224,0.997412593
225,0.613856571
226,0.554665077
227,0.998946582
228,0.999351811
229,0.046830786
230,0.577035769
231,0.998978536
232,0.818309716
233,0.893117167
234,0.951854848
235,0.502497394
236,0.134376754
237,0.046881800
238,0.998841459
239,0.854400181
240,0.951342487
241,0.059981768
242,0.833734628
243,0.951049076
244,0.458606270
245,0.997107286
246,0.132821924
247,0.999243767
248,0.996700024
249,0.951982775
250,0.533300151
251,0.989431524
252,0.981444572
253,0.901857228
254,0.497762410
255,0.058793501
256,0.764178485
257,0.857766914
258,0.632857730
259,0.931529689
260,0.087112970
261,0.999351387
262,0.999354946
263,0.952498725
264,0.998177607
265,0.548952227
266,0.216642222
267,0.999341968
268,0.950358444
269,0.952324277
270,0.046532644
271,0.998732629
272,0.691036946
273,0.159090174
274,0.736049653
275,0.996721415
276,0.860917790
277,0.999355073
278,0.949561870
279,0.822457586
280,0.822768397
281,0.509627752
282,0.503741066
283,0.932230419
284,0.099641869
285,0.977598862
286,0.999355040
287,0.984146318
288,0.051256441
289,0.738854389
290,0.875675768
291,0.705638439
292,0.878210980
293,0.950712244
294,0.741024899
295,0.000151591
296,0.952456933
297,0.999355117
298,0.000137238
299,0.116645005
300,0.997936859
301,0.676212800
302,0.997625434
303,0.704149403
304,0.862464530
305,0.000137644
306,0.939668656
307,0.804062445
308,0.933575729
309,0.686501471
310,0.645383691
311,0.999352198
312,0.917930989
313,0.614729773
314,0.759132726
315,0.993271128
316,0.543212144
317,0.937080407
318,0.995176970
319,0.697514435
320,0.966440087
321,0.478594302
322,0.993787780
323,0.717313709
324,0.000151591
325,0.928397227
326,0.996604993
327,0.999351910
328,0.930736152
329,0.661124912
330,0.952324524
331,0.530136232
332,0.052981512
333,0.048429445
334,0.028791844
335,0.951641142
336,0.444362702
337,0.465617120
338,0.858441933
339,0.986361295
340,0.927326362
341,0.951264173
342,0.455397790
343,0.072609403
344,0.997294733
345,0.946145017
346,0.401196616
347,0.544154411
348,0.857884098
349,0.089343077
350,0.607712424
351,0.947909039
